,0,1,2,3
0,8074691757,https://www.standvirtual.com/anuncio/peugeot-partner-1-6-bluehdi-style-ID8OsAbP.html#7ce9f71ee3,Peugeot Partner 1.6 BlueHDi Style,10 500
1,8071581470,https://www.standvirtual.com/anuncio/bmw-320-d-coupe-auto-pack-m-ID8Ofx3U.html#7ce9f71ee3,BMW 320 D Coupe Auto Pack M,12 990
2,8064331376,https://www.standvirtual.com/anuncio/skoda-octavia-break-1-6tdi-dsg-garantia-de-fabrica-ID8NL6YU.html#7ce9f71ee3,Skoda Octavia Break 1.6Tdi DSG Garantia de Fabrica,34 900
3,8074830352,https://www.standvirtual.com/anuncio/renault-talisman-sport-tourer-1-5-dci-zen-ID8Otafe.html#7ce9f71ee3,Renault Talisman Sport Tourer 1.5 dCi Zen,12 500
4,8069781642,https://www.standvirtual.com/anuncio/porsche-panamera-hibrido-76000kms-modelo-2014-ID8O7YQq.html#7ce9f71ee3,Porsche Panamera Hibrido 76000kms Modelo 2014,9 875
5,8074120916,https://www.standvirtual.com/anuncio/toyota-auris-1-8-hsd-p-te-jll17-e-al-ID8OqbGI.html#7ce9f71ee3,Toyota Auris 1.8 HSD P.Te+JLL17+E.Al,22 990
6,8074688168,https://www.standvirtual.com/anuncio/citron-c5-vtr-ID8OszfV.html#7ce9f71ee3,Citroën C5 VTR+,8 500
7,8073601719,https://www.standvirtual.com/anuncio/mercedes-benz-gla-180-ID8Oo0Cz.html#7ce9f71ee3,Mercedes-Benz GLA 180,16 499
8,8074121681,https://www.standvirtual.com/anuncio/mazda-2-sky-evolve-navi-ID8OqbT3.html#7ce9f71ee3,Mazda 2 Sky.Evolve.Navi,14 800
9,8074691572,https://www.standvirtual.com/anuncio/nissan-qashqai-1-5-dci-tekna-premium-j17-ID8OsA8Q.html#7ce9f71ee3,Nissan Qashqai 1.5 dCi Tekna Premium J17,11 200
10,8074292361,https://www.standvirtual.com/anuncio/alfa-romeo-giulietta-1-6-jtdm-120cv-sport-tct-ID8OqUhX.html#7ce9f71ee3,Alfa Romeo Giulietta 1.6 JTDM 120CV SPORT TCT,2 800
11,8074381378,https://www.standvirtual.com/anuncio/fiat-500x-cross-look-1-0-turbo-120cv-city-cross-ID8OrhrI.html#7ce9f71ee3,Fiat 500X CROSS LOOK 1.0 TURBO 120CV CITY CROSS,6 950
12,8073704438,https://www.standvirtual.com/anuncio/abarth-595-1-4-16v-t-jet-165cv-pista-3-0-ID8Oorlk.html#7ce9f71ee3,Abarth 595 1.4 16v T-JET 165CV PISTA 3.0,5 500
13,8074958852,https://www.standvirtual.com/anuncio/mercedes-benz-cla-180-amg-line-ID8OtHFO.html#7ce9f71ee3,Mercedes-Benz CLA 180 AMG Line,24 350
14,8074121536,https://www.standvirtual.com/anuncio/smart-fortwo-ID8OqbQI.html#7ce9f71ee3,Smart ForTwo,24 990
15,8073999376,https://www.standvirtual.com/anuncio/audi-a3-sportback-30-tdi-ID8OpG4o.html#7ce9f71ee3,Audi A3 Sportback 30 TDI,7 000
16,8056747035,https://www.standvirtual.com/anuncio/fiat-500-serie-7-1-2-8v-69cv-lounge-ID8NfhVP.html#7ce9f71ee3,Fiat 500 SERIE 7 1.2 8V 69CV LOUNGE,31 000
17,8074878760,https://www.standvirtual.com/anuncio/vw-golf-variant-1-6-tdi-confortline-ID8OtmQ0.html#7ce9f71ee3,VW Golf Variant 1.6 TDi Confortline,5 900
18,8067315425,https://www.standvirtual.com/anuncio/bmw-318-touring-ID8NXDgJ.html#7ce9f71ee3,BMW 318 Touring,27 490
19,8074691184,https://www.standvirtual.com/anuncio/renault-mgane-1-3-tce-limited-ID8OsA2A.html#7ce9f71ee3,Renault Mégane 1.3 TCe Limited,35 999
20,8074954471,https://www.standvirtual.com/anuncio/toyota-yaris-1-0-vvt-i-rock-in-rio-ID8OtGx9.html#7ce9f71ee3,Toyota Yaris 1.0 VVT-i rock in rio,9 500
21,8074120759,https://www.standvirtual.com/anuncio/mercedes-benz-a-180-amg-limousine-premium-night-auto-7g-dct-ID8OqbEb.html#7ce9f71ee3,Mercedes-Benz A 180 AMG LIMOUSINE PREMIUM NIGHT AUTO 7G DCT,31 749
22,8074958787,https://www.standvirtual.com/anuncio/mercedes-benz-slk-200-ID8OtHEL.html#7ce9f71ee3,Mercedes-Benz SLK 200,28 999
23,8074942989,https://www.standvirtual.com/anuncio/bmw-520-da-touring-ID8OtDxX.html#7ce9f71ee3,BMW 520 dA Touring,26 749
24,8058698529,https://www.standvirtual.com/anuncio/audi-a1-1-4-tdi-ID8NntCx.html#7ce9f71ee3,Audi A1 1.4 TDI,25 999
25,8067281590,https://www.standvirtual.com/anuncio/peugeot-expert-ID8NXut0.html#7ce9f71ee3,Peugeot Expert,18 000
26,8071138579,https://www.standvirtual.com/anuncio/peugeot-3008-1-6-bluehdi-gt-line-eat6-ID8OdFQw.html#7ce9f71ee3,Peugeot 3008 1.6 BlueHDi GT Line EAT6,9 150
27,8074121034,https://www.standvirtual.com/anuncio/mercedes-benz-c-300-hybrid-ID8OqbIC.html#7ce9f71ee3,Mercedes-Benz C 300 HYBRID,18 000
28,8074956795,https://www.standvirtual.com/anuncio/mercedes-benz-vito-111-cdi-ID8OtH8D.html#7ce9f71ee3,Mercedes-Benz Vito 111 CDI,19 900
29,8066364980,https://www.standvirtual.com/anuncio/ford-s-max-vignale-2-0-tdci-180-cv-gps-7-lug-ID8NTE0Y.html#7ce9f71ee3,Ford S-Max VIGNALE 2.0 TDCI (180 cv) GPS 7 LUG,15 500
30,8047093892,https://www.standvirtual.com/anuncio/mercedes-benz-c-200-avantgarde-ID8MAMIY.html#7ce9f71ee3,Mercedes-Benz C 200 Avantgarde,25 900
31,8058156503,https://www.standvirtual.com/anuncio/bmw-320-pack-m-m-performance-ID8NlcCb.html#7ce9f71ee3,BMW 320 PACK M M-PERFORMANCE,13 500
32,8074119164,https://www.standvirtual.com/anuncio/mercedes-benz-a-150-avantgard-ID8Oqbes.html#14a617a363,Mercedes-Benz A 150 avantgard,10 500
33,8074689931,https://www.standvirtual.com/anuncio/nissan-juke-1-5-dci-n-connecta-ID8OszIn.html#14a617a363,Nissan Juke 1.5 dCi N-Connecta,12 990
34,8072247321,https://www.standvirtual.com/anuncio/mercedes-benz-c-220-amg-ID8Oikhr.html#14a617a363,Mercedes-Benz C 220 AMG,34 900
35,8056499298,https://www.standvirtual.com/anuncio/ford-focus-rs-mk2-ID8Nefw4.html#14a617a363,Ford Focus RS MK2,12 500
36,8074119321,https://www.standvirtual.com/anuncio/opel-astra-1-7-cdti-cosmo-start-stop-ID8OqbgZ.html#14a617a363,Opel Astra 1.7 CDTi Cosmo Start/Stop,9 875
37,8074689678,https://www.standvirtual.com/anuncio/fiat-500x-1-6-mjet-120cv-cross-ID8OszEi.html#14a617a363,Fiat 500X 1.6 Mjet 120cv Cross,22 990
38,8074956737,https://www.standvirtual.com/anuncio/honda-civic-aerodeck-1-4-ID8OtH7H.html#14a617a363,Honda Civic Aerodeck 1.4,8 500
39,8074689069,https://www.standvirtual.com/anuncio/fiat-500-1-2-ID8Oszut.html#14a617a363,Fiat 500 1.2,16 499
40,8074689303,https://www.standvirtual.com/anuncio/mercedes-benz-cla-180-d-shootingbreak-ID8Oszyf.html#14a617a363,Mercedes-Benz CLA 180 d Shootingbreak,14 800
41,8075417019,https://www.standvirtual.com/anuncio/vw-golf-gtd-ID8OwCRB.html#14a617a363,VW Golf GTD,11 200
42,8074119902,https://www.standvirtual.com/anuncio/nissan-terrano-2-7-intercooler-ID8Oqbqm.html#14a617a363,"Nissan Terrano 2,7 intercooler",2 800
43,8074689064,https://www.standvirtual.com/anuncio/citron-c4-grand-picasso-1-6-bluehdi-feel-120-eat6-ID8Oszuo.html#14a617a363,Citroën C4 Grand Picasso 1.6 BlueHDI Feel 120 EAT6,6 950
44,8070660243,https://www.standvirtual.com/anuncio/fiat-500c-1-2-lounge-ID8ObFpp.html#14a617a363,Fiat 500C 1.2 LOUNGE,5 500
45,8059948118,https://www.standvirtual.com/anuncio/mercedes-benz-s-400-d-4matic-ID8NsIHc.html#14a617a363,Mercedes-Benz S 400 d 4Matic,24 350
46,8074688723,https://www.standvirtual.com/anuncio/ford-fiesta-1-1-ti-vct-ID8OszoT.html#14a617a363,Ford Fiesta 1.1 Ti-VCT,24 990
47,8072926213,https://www.standvirtual.com/anuncio/opel-corsa-1-3-cdti-enjoy-89g-ID8OlaTj.html#14a617a363,Opel Corsa 1.3 CDTi Enjoy 89g,7 000
48,8052914668,https://www.standvirtual.com/anuncio/bmw-x5-286cv-sport-ID8MZcYs.html#14a617a363,BMW X5 286cv Sport,31 000
49,8074688560,https://www.standvirtual.com/anuncio/bmw-520-da-touring-pack-m-ID8Oszmg.html#14a617a363,BMW 520 dA Touring Pack M,5 900
50,8075073148,https://www.standvirtual.com/anuncio/fiat-500l-ID8Oubpi.html#14a617a363,Fiat 500L,27 490
51,8074688488,https://www.standvirtual.com/anuncio/vw-golf-variant-1-6-tdi-gps-edition-ID8Oszl6.html#14a617a363,VW Golf Variant 1.6 TDi GPS Edition,35 999
52,8075416165,https://www.standvirtual.com/anuncio/porsche-cayenne-s-hibrdo-nacional-ID8OwCDP.html#14a617a363,Porsche Cayenne S Hibrído Nacional,9 500
53,8072158025,https://www.standvirtual.com/anuncio/fiat-500c-ID8OhX3b.html#14a617a363,Fiat 500C,31 749
54,8074227731,https://www.standvirtual.com/anuncio/renault-clio-sport-tourer-1-5-dci-night-amp-day-ID8OqDtx.html#14a617a363,Renault Clio Sport Tourer 1.5 DCI NIGHT &amp; DAY,28 999
55,8059486009,https://www.standvirtual.com/anuncio/bmw-320-da-touring-ID8NqMtP.html#14a617a363,BMW 320 dA Touring,26 749
56,8074118760,https://www.standvirtual.com/anuncio/outra-no-listada-secma-fun-extrem-500-ID8Oqb7V.html#14a617a363,Outra não listada SECMA FUN EXTREM 500,25 999
57,8074688234,https://www.standvirtual.com/anuncio/vw-golf-1-6-tdi-bluemotion-confortline-ID8Oszh0.html#14a617a363,VW Golf 1.6 TDi BlueMotion Confortline,18 000
58,8074954208,https://www.standvirtual.com/anuncio/bmw-116-ID8OtGsU.html#14a617a363,BMW 116,9 150
59,8074118507,https://www.standvirtual.com/anuncio/ford-fiesta-1-5-tdci-titanium-ID8Oqb3R.html#14a617a363,Ford Fiesta 1.5 Tdci Titanium,18 000
60,8074118419,https://www.standvirtual.com/anuncio/bmw-318-318tds-unico-dono-como-novo-ID8Oqb2r.html#14a617a363,BMW 318 318TDS Unico Dono Como Novo,19 900
61,8074117040,https://www.standvirtual.com/anuncio/volvo-v50-1-6d-ID8OqaGc.html#14a617a363,Volvo V50 1.6D,15 500
62,8074953540,https://www.standvirtual.com/anuncio/citron-c3-enterprise-hdi-ID8OtGi8.html#14a617a363,Citroën C3 ENTERPRISE HDI,25 900
63,8066557570,https://www.standvirtual.com/anuncio/mini-cooper-ID8NUs7g.html#14a617a363,MINI Cooper,13 500
64,8074187919,https://www.standvirtual.com/anuncio/mercedes-benz-c-220-avantgarde-7g-tronic-ID8Oqt7p.html#4c2dca9b21,Mercedes-Benz C 220 Avantgarde 7G-Tronic,10 500
65,8074845395,https://www.standvirtual.com/anuncio/vw-polo-ID8Ote9R.html#4c2dca9b21,VW Polo,12 990
66,8074953751,https://www.standvirtual.com/anuncio/seat-alhambra-2-0-stile-advance-ID8OtGlx.html#4c2dca9b21,SEAT Alhambra 2.0 stile advance,34 900
67,8074953736,https://www.standvirtual.com/anuncio/toyota-aygo-fantas-ID8OtGli.html#4c2dca9b21,Toyota Aygo Fantas,12 500
68,8066020864,https://www.standvirtual.com/anuncio/audi-q3-2-0-tdi-design-ID8NScuI.html#4c2dca9b21,Audi Q3 2.0 TDI Design,9 875
69,8073861676,https://www.standvirtual.com/anuncio/bmw-520-d-line-luxury-auto-ID8Op6fq.html#4c2dca9b21,BMW 520 D LINE LUXURY AUTO,22 990
70,8069409859,https://www.standvirtual.com/anuncio/nissan-qashqai-2-0-dci-ID8O6q7W.html#4c2dca9b21,Nissan Qashqai 2.0 DCi,8 500
71,8072857711,https://www.standvirtual.com/anuncio/audi-a3-cabrio-1-4-tfsi-s-tronic-ID8OkT4r.html#4c2dca9b21,Audi A3 Cabrio .1.4 TFSI S TRONIC,16 499
72,8072857910,https://www.standvirtual.com/anuncio/fiat-124-spider-1-4-t-multiair-lusso-ID8OkT7E.html#4c2dca9b21,Fiat 124 Spider 1.4 T MULTIAIR LUSSO,14 800
73,8072857954,https://www.standvirtual.com/anuncio/mercedes-benz-a-180-d-style-aut-kit-ext-amg-ID8OkT8m.html#4c2dca9b21,Mercedes-Benz A 180 D STYLE AUT. + KIT EXT AMG,11 200
